Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2005,M,35-44,Hispanic,Diseases of the Heart,473
2005,M,35-44,Hispanic,Malignant Neoplasms,397
2005,M,35-44,Hispanic,Accidents,362
2005,M,35-44,Hispanic,AIDS,193
2005,M,35-44,Hispanic,Cerebrovascular Disease,45
2005,M,35-44,Hispanic,Pneumonia,42
2005,M,35-44,Hispanic,CLRD,33
2005,M,35-44,Hispanic,Diabetes Mellitus,13
2005,M,25-34,White Non Hispanic,Total,1
2005,M,25-34,White Non Hispanic,Accidents,1
2005,M,25-34,Not Stated,Total,2
2005,M,25-34,Not Stated,All Other Causes,2
2005,M,25-34,Hispanic,Total,"1,339"
2005,M,25-34,Hispanic,All Other Causes,664
2005,M,25-34,Hispanic,Accidents,346
2005,M,25-34,Hispanic,Diseases of the Heart,124
2005,M,25-34,Hispanic,Malignant Neoplasms,113
2005,M,25-34,Hispanic,AIDS,48
2005,M,25-34,Hispanic,Cerebrovascular Disease,16
2005,M,25-34,Hispanic,CLRD,14
2005,M,25-34,Hispanic,Pneumonia,11
2005,M,25-34,Hispanic,Diabetes Mellitus,3
2005,M,20-24,White Non Hispanic,Total,1
2005,M,20-24,White Non Hispanic,Accidents,1
2005,M,20-24,Other Non Hispanic,Total,1
2005,M,20-24,Other Non Hispanic,Accidents,1
2005,M,20-24,Hispanic,Total,748
2005,M,20-24,Hispanic,All Other Causes,396
2005,M,20-24,Hispanic,Accidents,264
2005,M,20-24,Hispanic,Malignant Neoplasms,44
2005,M,20-24,Hispanic,Diseases of the Heart,28
2005,M,20-24,Hispanic,Cerebrovascular Disease,5
2005,M,20-24,Hispanic,AIDS,5
2005,M,20-24,Hispanic,CLRD,3
2005,M,20-24,Hispanic,Pneumonia,2
2005,M,20-24,Hispanic,Diabetes Mellitus,1
2005,M,19-Oct,Hispanic,Total,523
2005,M,19-Oct,Hispanic,All Other Causes,252
2005,M,19-Oct,Hispanic,Accidents,190
2005,M,19-Oct,Hispanic,Malignant Neoplasms,39
2005,M,19-Oct,Hispanic,Diseases of the Heart,23
2005,M,19-Oct,Hispanic,CLRD,8
2005,M,19-Oct,Hispanic,Cerebrovascular Disease,5
2005,M,19-Oct,Hispanic,AIDS,4
2005,M,19-Oct,Hispanic,Pneumonia,2
2005,M,9-Jan,Hispanic,Total,219
2005,M,9-Jan,Hispanic,All Other Causes,108
2005,M,9-Jan,Hispanic,Accidents,54
2005,M,9-Jan,Hispanic,Malignant Neoplasms,31
2005,M,9-Jan,Hispanic,Diseases of the Heart,11
2005,M,9-Jan,Hispanic,Pneumonia,6
2005,M,9-Jan,Hispanic,CLRD,5
2005,M,9-Jan,Hispanic,Cerebrovascular Disease,4
2005,F,<1,White Non Hispanic,Total,1
2005,F,<1,White Non Hispanic,All Other Causes,1
2005,F,<1,Hispanic,Total,608
2005,F,<1,Hispanic,All Other Causes,569
2005,F,<1,Hispanic,Accidents,21
2005,F,<1,Hispanic,Diseases of the Heart,11
2005,F,<1,Hispanic,Pneumonia,6
2005,F,<1,Hispanic,Cerebrovascular Disease,1
2005,F,85+,White Non Hispanic,Total,20
2005,F,85+,White Non Hispanic,Diseases of the Heart,9
2005,F,85+,White Non Hispanic,All Other Causes,5
2005,F,85+,White Non Hispanic,Pneumonia,2
2005,F,85+,White Non Hispanic,Malignant Neoplasms,2
2005,F,85+,White Non Hispanic,CLRD,1
2005,F,85+,White Non Hispanic,Accidents,1
2005,F,85+,Not Stated,Total,6
2005,F,85+,Not Stated,Diseases of the Heart,3
2005,F,85+,Not Stated,Cerebrovascular Disease,1
2005,F,85+,Not Stated,CLRD,1
2005,F,85+,Not Stated,All Other Causes,1
2005,F,85+,Hispanic,Total,"32,362"
2005,F,85+,Hispanic,Diseases of the Heart,"15,315"
2005,F,85+,Hispanic,All Other Causes,"8,196"
2005,F,85+,Hispanic,Malignant Neoplasms,"3,342"
2005,F,85+,Hispanic,Cerebrovascular Disease,"1,998"
2005,F,85+,Hispanic,Pneumonia,"1,730"
2005,F,85+,Hispanic,CLRD,"1,175"
2005,F,85+,Hispanic,Accidents,463
2005,F,85+,Hispanic,Diabetes Mellitus,143
2005,F,85+,Black Non Hispanic,Total,2
2005,F,85+,Black Non Hispanic,All Other Causes,2
2005,F,75-84,White Non Hispanic,Total,19
2005,F,75-84,White Non Hispanic,All Other Causes,11
2005,F,75-84,White Non Hispanic,Malignant Neoplasms,4
2005,F,75-84,White Non Hispanic,Diseases of the Heart,3
2005,F,75-84,White Non Hispanic,CLRD,1
2005,F,75-84,Other Non Hispanic,Total,1
2005,F,75-84,Other Non Hispanic,Diseases of the Heart,1
2005,F,75-84,Not Stated,Total,2
2005,F,75-84,Not Stated,Cerebrovascular Disease,1
2005,F,75-84,Not Stated,All Other Causes,1
2005,F,75-84,Hispanic,Total,"22,240"
2005,F,75-84,Hispanic,Diseases of the Heart,"7,948"
2005,F,75-84,Hispanic,Malignant Neoplasms,"5,313"
2005,F,75-84,Hispanic,All Other Causes,"5,068"
2005,F,75-84,Hispanic,CLRD,"1,409"
2005,F,75-84,Hispanic,Cerebrovascular Disease,"1,181"
2005,F,75-84,Hispanic,Pneumonia,844
2005,F,75-84,Hispanic,Accidents,335
2005,F,75-84,Hispanic,Diabetes Mellitus,140
2005,F,75-84,Hispanic,AIDS,2
2005,F,65-74,White Non Hispanic,Total,10
2005,F,65-74,White Non Hispanic,Diseases of the Heart,4
2005,F,65-74,White Non Hispanic,All Other Causes,3
2005,F,65-74,White Non Hispanic,Pneumonia,1
2005,F,65-74,White Non Hispanic,Malignant Neoplasms,1
2005,F,65-74,White Non Hispanic,CLRD,1
2005,F,65-74,Other Non Hispanic,Total,2
2005,F,65-74,Other Non Hispanic,Diseases of the Heart,2
2005,F,65-74,Hispanic,Total,"10,882"
2005,F,65-74,Hispanic,Malignant Neoplasms,"3,950"
2005,F,65-74,Hispanic,Diseases of the Heart,"2,918"
2005,F,65-74,Hispanic,All Other Causes,"2,354"
2005,F,65-74,Hispanic,CLRD,717
2005,F,65-74,Hispanic,Cerebrovascular Disease,429
2005,F,65-74,Hispanic,Pneumonia,271
2005,F,65-74,Hispanic,Accidents,146
2005,F,65-74,Hispanic,Diabetes Mellitus,81
2005,F,65-74,Hispanic,AIDS,16
2005,F,65-74,Black Non Hispanic,Total,2
2005,F,65-74,Black Non Hispanic,Malignant Neoplasms,1
2005,F,65-74,Black Non Hispanic,All Other Causes,1
2005,F,55-64,White Non Hispanic,Total,5
2005,F,55-64,White Non Hispanic,Malignant Neoplasms,2
2005,F,55-64,White Non Hispanic,Diseases of the Heart,2
2005,F,55-64,White Non Hispanic,All Other Causes,1
2005,F,55-64,Hispanic,Total,"6,697"
2005,F,55-64,Hispanic,Malignant Neoplasms,"2,995"
2005,F,55-64,Hispanic,All Other Causes,"1,439"
2005,F,55-64,Hispanic,Cerebrovascular Disease,203
2005,F,55-64,Hispanic,Pneumonia,130
2005,F,55-64,Hispanic,Accidents,118
2005,F,55-64,Hispanic,Diabetes Mellitus,47
2005,F,55-64,Hispanic,AIDS,39
2005,F,55-64,Black Non Hispanic,Total,2
2005,F,55-64,Black Non Hispanic,Diseases of the Heart,1
2005,F,55-64,Black Non Hispanic,Cerebrovascular Disease,1
2005,F,45-54,White Non Hispanic,Total,3
2005,F,45-54,White Non Hispanic,Malignant Neoplasms,3
2005,F,45-54,Hispanic,Total,"3,925"
2005,F,45-54,Hispanic,Malignant Neoplasms,"1,569"
2005,F,55-64,Hispanic,Diseases of the Heart,"1,404"
2005,F,45-54,Hispanic,All Other Causes,"1,108"
2005,F,45-54,Hispanic,Diseases of the Heart,632
2005,F,45-54,Hispanic,Accidents,171
2005,F,45-54,Hispanic,AIDS,139
2005,F,45-54,Hispanic,Cerebrovascular Disease,119
2005,F,45-54,Hispanic,CLRD,98
2005,F,45-54,Hispanic,Pneumonia,62
2005,F,45-54,Hispanic,Diabetes Mellitus,27
2005,F,45-54,Black Non Hispanic,Total,3
2005,F,45-54,Black Non Hispanic,All Other Causes,2
2005,F,45-54,Black Non Hispanic,Malignant Neoplasms,1
2005,F,35-44,White Non Hispanic,Total,2
2005,F,35-44,White Non Hispanic,Malignant Neoplasms,1
2005,F,35-44,White Non Hispanic,All Other Causes,1
2005,F,35-44,Not Stated,Total,2
2005,F,35-44,Not Stated,Malignant Neoplasms,1
2005,F,35-44,Not Stated,Accidents,1
2005,F,35-44,Hispanic,Total,"1,826"
2005,F,35-44,Hispanic,All Other Causes,648
2005,F,35-44,Hispanic,Malignant Neoplasms,571
2005,F,35-44,Hispanic,Diseases of the Heart,219
2005,F,35-44,Hispanic,Accidents,133
2005,F,35-44,Hispanic,AIDS,121
2005,F,35-44,Hispanic,Cerebrovascular Disease,63
2005,F,35-44,Hispanic,CLRD,35
2005,F,35-44,Hispanic,Pneumonia,28
2005,F,35-44,Hispanic,Diabetes Mellitus,8
2005,F,35-44,Black Non Hispanic,Total,1
2005,F,35-44,Black Non Hispanic,All Other Causes,1
2005,F,25-34,Hispanic,Total,575
2005,F,25-34,Hispanic,All Other Causes,269
2005,F,25-34,Hispanic,Malignant Neoplasms,110
2005,F,25-34,Hispanic,Accidents,71
2005,F,25-34,Hispanic,Diseases of the Heart,64
2005,F,25-34,Hispanic,AIDS,32
2005,F,25-34,Hispanic,Cerebrovascular Disease,14
2005,F,25-34,Hispanic,CLRD,7
2005,F,25-34,Hispanic,Pneumonia,4
2005,F,25-34,Hispanic,Diabetes Mellitus,4
2005,F,20-24,Other Non Hispanic,Total,1
2005,F,20-24,Other Non Hispanic,Accidents,1
2005,F,20-24,Hispanic,Total,235
2005,F,20-24,Hispanic,All Other Causes,126
2005,F,20-24,Hispanic,Accidents,60
2005,F,20-24,Hispanic,Malignant Neoplasms,24
2005,F,20-24,Hispanic,Diseases of the Heart,10
2005,F,20-24,Hispanic,AIDS,6
2005,F,20-24,Hispanic,Cerebrovascular Disease,5
2005,F,20-24,Hispanic,Pneumonia,2
2005,F,20-24,Hispanic,Diabetes Mellitus,1
2005,F,20-24,Hispanic,CLRD,1
2005,F,19-Oct,Hispanic,Total,238
2005,F,19-Oct,Hispanic,All Other Causes,116
2005,F,19-Oct,Hispanic,Accidents,70
2005,F,19-Oct,Hispanic,Malignant Neoplasms,32
2005,F,19-Oct,Hispanic,Diseases of the Heart,9
2005,F,19-Oct,Hispanic,AIDS,4
2005,F,19-Oct,Hispanic,Cerebrovascular Disease,3
2005,F,19-Oct,Hispanic,CLRD,3
2005,F,19-Oct,Hispanic,Pneumonia,1
2005,F,9-Jan,Other Non Hispanic,Total,1
2005,F,9-Jan,Other Non Hispanic,All Other Causes,1
2005,F,9-Jan,Hispanic,Total,142
2005,F,9-Jan,Hispanic,All Other Causes,78
2005,F,9-Jan,Hispanic,Accidents,26
2005,F,9-Jan,Hispanic,Malignant Neoplasms,23
2005,F,9-Jan,Hispanic,Diseases of the Heart,11
2005,F,9-Jan,Hispanic,CLRD,2
2005,F,9-Jan,Hispanic,Pneumonia,1
2005,F,9-Jan,Hispanic,Cerebrovascular Disease,1
2005,F,9-Jan,Black Non Hispanic,Total,1
2005,F,9-Jan,Black Non Hispanic,Accidents,1
2005,M,<1,White Non Hispanic,Total,1
2005,M,<1,White Non Hispanic,All Other Causes,1
2005,M,<1,Not Stated,Total,2
2005,M,<1,Not Stated,All Other Causes,2
2005,M,<1,Hispanic,Total,802
2005,M,<1,Hispanic,All Other Causes,763
2005,M,<1,Hispanic,Accidents,14
2005,M,<1,Hispanic,Diseases of the Heart,12
2005,M,<1,Hispanic,Pneumonia,7
2005,M,<1,Hispanic,Cerebrovascular Disease,5
2005,M,<1,Hispanic,Malignant Neoplasms,1
2005,M,<1,Black Non Hispanic,Total,1
2005,M,<1,Black Non Hispanic,All Other Causes,1
2005,M,85+,White Non Hispanic,Total,9
2005,M,85+,White Non Hispanic,Malignant Neoplasms,3
2005,M,85+,White Non Hispanic,All Other Causes,3
2005,M,85+,White Non Hispanic,Diseases of the Heart,2
2005,M,85+,White Non Hispanic,Pneumonia,1
2005,M,85+,Other Non Hispanic,Total,2
2005,M,85+,Other Non Hispanic,Malignant Neoplasms,1
2005,M,85+,Other Non Hispanic,Diseases of the Heart,1
2005,M,85+,Hispanic,Total,"15,592"
2005,M,85+,Hispanic,Diseases of the Heart,"7,044"
2005,M,85+,Hispanic,All Other Causes,"3,434"
2005,M,85+,Hispanic,Malignant Neoplasms,"2,364"
2005,M,85+,Hispanic,Pneumonia,957
2005,F,55-64,Hispanic,CLRD,322
2005,M,85+,Hispanic,Cerebrovascular Disease,731
2005,M,85+,Hispanic,CLRD,712
2005,M,85+,Hispanic,Accidents,283
2005,M,85+,Hispanic,Diabetes Mellitus,66
2005,M,85+,Hispanic,AIDS,1
2005,M,85+,Black Non Hispanic,Total,1
2005,M,85+,Black Non Hispanic,Cerebrovascular Disease,1
2005,M,75-84,White Non Hispanic,Total,11
2005,M,45-54,Hispanic,AIDS,352
2004,F,25-34,Hispanic,Diseases of the Heart,47
2004,F,25-34,Hispanic,AIDS,39
2004,F,25-34,Hispanic,Cerebrovascular Disease,20
2004,F,25-34,Hispanic,Pneumonia,11
2004,F,25-34,Hispanic,CLRD,10
2004,F,25-34,Hispanic,Diabetes Mellitus,6
2004,F,20-24,Hispanic,Total,198
2004,F,20-24,Hispanic,All Other Causes,106
2004,F,20-24,Hispanic,Accidents,42
2004,F,20-24,Hispanic,Malignant Neoplasms,22
2004,F,20-24,Hispanic,Diseases of the Heart,12
2004,F,20-24,Hispanic,Pneumonia,5
2004,F,20-24,Hispanic,Cerebrovascular Disease,5
2004,F,20-24,Hispanic,AIDS,3
2004,F,20-24,Hispanic,CLRD,2
2004,F,20-24,Hispanic,Diabetes Mellitus,1
2004,F,19-Oct,Hispanic,Total,273
2004,F,19-Oct,Hispanic,All Other Causes,121
2004,F,19-Oct,Hispanic,Accidents,90
2004,F,19-Oct,Hispanic,Malignant Neoplasms,31
2004,F,19-Oct,Hispanic,Diseases of the Heart,12
2004,F,19-Oct,Hispanic,Pneumonia,5
2004,F,19-Oct,Hispanic,Cerebrovascular Disease,5
2004,F,19-Oct,Hispanic,CLRD,5
2004,F,9-Jan,Hispanic,Total,155
2004,F,9-Jan,Hispanic,All Other Causes,80
2004,F,9-Jan,Hispanic,Malignant Neoplasms,32
2004,F,9-Jan,Hispanic,Accidents,27
2004,F,9-Jan,Hispanic,Diseases of the Heart,7
2004,F,9-Jan,Hispanic,Pneumonia,5
2004,F,9-Jan,Hispanic,Cerebrovascular Disease,2
2004,F,9-Jan,Hispanic,CLRD,2
2004,F,19-Oct,Hispanic,AIDS,4
2004,M,<1,White Non Hispanic,Total,5
2004,M,<1,White Non Hispanic,All Other Causes,4
2004,M,<1,White Non Hispanic,Cerebrovascular Disease,1
2004,M,<1,Other Non Hispanic,Total,1
2004,M,<1,Other Non Hispanic,All Other Causes,1
2004,M,<1,Not Stated,Total,1
2004,M,<1,Not Stated,All Other Causes,1
2004,M,<1,Hispanic,Total,842
2004,M,<1,Hispanic,All Other Causes,798
2004,M,<1,Hispanic,Accidents,15
2004,M,<1,Hispanic,Pneumonia,12
2004,M,<1,Hispanic,Diseases of the Heart,11
2004,M,<1,Hispanic,Malignant Neoplasms,3
2004,M,<1,Hispanic,Cerebrovascular Disease,2
2004,M,<1,Hispanic,CLRD,1
2004,M,<1,Black Non Hispanic,Total,1
2004,M,<1,Black Non Hispanic,All Other Causes,1
2004,M,85+,White Non Hispanic,Total,15
2004,M,85+,White Non Hispanic,All Other Causes,5
2004,M,85+,White Non Hispanic,Malignant Neoplasms,4
2004,M,85+,White Non Hispanic,Cerebrovascular Disease,3
2004,M,85+,White Non Hispanic,Diseases of the Heart,2
2004,M,85+,White Non Hispanic,CLRD,1
2004,M,85+,Other Non Hispanic,Total,2
2004,M,85+,Other Non Hispanic,Malignant Neoplasms,2
2004,M,85+,Not Stated,Total,3
2004,M,85+,Not Stated,Diseases of the Heart,2
2004,M,85+,Not Stated,CLRD,1
2004,M,85+,Hispanic,Total,"14,912"
2004,M,85+,Hispanic,Diseases of the Heart,"6,699"
2004,M,85+,Hispanic,All Other Causes,"3,307"
2004,M,85+,Hispanic,Malignant Neoplasms,"2,273"
2004,M,85+,Hispanic,Pneumonia,904
2004,M,85+,Hispanic,CLRD,687
2004,M,85+,Hispanic,Cerebrovascular Disease,674
2004,M,85+,Hispanic,Accidents,299
2004,M,85+,Hispanic,Diabetes Mellitus,68
2004,M,85+,Hispanic,AIDS,1
2004,M,85+,Black Non Hispanic,Total,1
2004,M,85+,Black Non Hispanic,All Other Causes,1
2004,M,75-84,White Non Hispanic,Total,16
2004,M,75-84,White Non Hispanic,Diseases of the Heart,5
2004,M,75-84,White Non Hispanic,Malignant Neoplasms,4
2004,M,75-84,White Non Hispanic,All Other Causes,3
2004,M,75-84,White Non Hispanic,Pneumonia,1
2004,M,75-84,White Non Hispanic,Diabetes Mellitus,1
2004,M,75-84,White Non Hispanic,CLRD,1
2004,M,75-84,White Non Hispanic,Accidents,1
2004,M,75-84,Hispanic,Total,"20,790"
2004,M,75-84,Hispanic,Diseases of the Heart,"7,658"
2004,M,75-84,Hispanic,Malignant Neoplasms,"5,339"
2004,M,75-84,Hispanic,All Other Causes,"4,141"
2004,M,75-84,Hispanic,Cerebrovascular Disease,"1,012"
2004,M,75-84,Hispanic,Pneumonia,897
2004,M,75-84,Hispanic,Accidents,376
2004,M,75-84,Hispanic,Diabetes Mellitus,115
2004,M,75-84,Hispanic,AIDS,5
2004,M,75-84,Black Non Hispanic,Total,4
2004,M,75-84,Black Non Hispanic,All Other Causes,2
2004,M,75-84,Black Non Hispanic,Malignant Neoplasms,1
2004,M,75-84,Black Non Hispanic,Diseases of the Heart,1
2004,M,65-74,White Non Hispanic,Total,14
2004,M,65-74,White Non Hispanic,All Other Causes,5
2004,M,65-74,White Non Hispanic,Diseases of the Heart,3
2004,M,65-74,White Non Hispanic,CLRD,3
2004,M,65-74,White Non Hispanic,Malignant Neoplasms,2
2004,M,65-74,White Non Hispanic,Cerebrovascular Disease,1
2004,M,65-74,Not Stated,Total,5
2004,M,65-74,Not Stated,All Other Causes,3
2004,M,65-74,Not Stated,Diseases of the Heart,2
2004,M,65-74,Hispanic,Total,"13,257"
2004,M,65-74,Hispanic,Malignant Neoplasms,"4,617"
2004,M,65-74,Hispanic,Diseases of the Heart,"4,209"
2004,M,65-74,Hispanic,All Other Causes,"2,629"
2004,M,65-74,Hispanic,CLRD,654
2004,M,65-74,Hispanic,Cerebrovascular Disease,457
2004,M,65-74,Hispanic,Pneumonia,340
2004,M,65-74,Hispanic,Accidents,221
2004,M,65-74,Hispanic,Diabetes Mellitus,92
2004,M,65-74,Hispanic,AIDS,38
2004,M,65-74,Black Non Hispanic,Total,6
2004,M,65-74,Black Non Hispanic,Malignant Neoplasms,2
2004,M,65-74,Black Non Hispanic,All Other Causes,2
2004,M,65-74,Black Non Hispanic,Cerebrovascular Disease,1
2004,M,65-74,Black Non Hispanic,CLRD,1
2004,M,55-64,White Non Hispanic,Total,11
2004,M,55-64,White Non Hispanic,Diseases of the Heart,5
2004,M,55-64,White Non Hispanic,All Other Causes,3
2004,M,55-64,White Non Hispanic,Pneumonia,2
2004,M,55-64,White Non Hispanic,Accidents,1
2004,M,55-64,Not Stated,Total,4
2004,M,55-64,Not Stated,Malignant Neoplasms,4
2004,M,55-64,Hispanic,Total,"9,363"
2004,M,55-64,Hispanic,Malignant Neoplasms,"3,224"
2004,M,55-64,Hispanic,Diseases of the Heart,"2,734"
2004,M,55-64,Hispanic,All Other Causes,"2,221"
2004,M,55-64,Hispanic,CLRD,289
2004,M,55-64,Hispanic,Cerebrovascular Disease,266
2004,M,55-64,Hispanic,Accidents,247
2004,M,55-64,Hispanic,Pneumonia,176
2004,M,55-64,Hispanic,AIDS,130
2004,M,55-64,Hispanic,Diabetes Mellitus,76
2004,M,55-64,Black Non Hispanic,Total,3
2004,M,55-64,Black Non Hispanic,Cerebrovascular Disease,2
2004,M,55-64,Black Non Hispanic,All Other Causes,1
2004,M,45-54,White Non Hispanic,Total,6
2004,M,45-54,White Non Hispanic,All Other Causes,3
2004,M,45-54,White Non Hispanic,Malignant Neoplasms,1
2004,M,45-54,White Non Hispanic,Diseases of the Heart,1
2004,M,45-54,White Non Hispanic,AIDS,1
2004,M,45-54,Not Stated,Total,3
2004,M,45-54,Not Stated,Diseases of the Heart,2
2004,M,45-54,Not Stated,All Other Causes,1
2004,M,45-54,Hispanic,Total,"6,360"
2004,M,45-54,Hispanic,All Other Causes,"2,176"
2004,M,45-54,Hispanic,Diseases of the Heart,"1,539"
2004,M,45-54,Hispanic,Malignant Neoplasms,"1,534"
2004,M,45-54,Hispanic,Accidents,351
2004,M,45-54,Hispanic,AIDS,350
2004,M,45-54,Hispanic,Cerebrovascular Disease,174
2004,M,45-54,Hispanic,Pneumonia,114
2004,M,45-54,Hispanic,CLRD,82
2004,M,45-54,Hispanic,Diabetes Mellitus,40
2004,M,45-54,Black Non Hispanic,Total,2
2004,M,45-54,Black Non Hispanic,All Other Causes,2
2004,M,35-44,White Non Hispanic,Total,8
2004,M,35-44,White Non Hispanic,All Other Causes,4
2004,M,35-44,White Non Hispanic,Accidents,2
2004,M,35-44,White Non Hispanic,Diseases of the Heart,1
2004,M,35-44,White Non Hispanic,AIDS,1
2004,M,35-44,Not Stated,Total,3
2004,M,35-44,Not Stated,Cerebrovascular Disease,1
2004,M,35-44,Not Stated,All Other Causes,1
2004,M,35-44,Not Stated,Accidents,1
2004,M,35-44,Hispanic,Total,"2,935"
2004,M,35-44,Hispanic,All Other Causes,"1,343"
2004,M,35-44,Hispanic,Diseases of the Heart,481
2004,M,35-44,Hispanic,Malignant Neoplasms,381
2004,M,35-44,Hispanic,Accidents,353
2004,M,35-44,Hispanic,AIDS,239
2004,M,35-44,Hispanic,Cerebrovascular Disease,56
2004,M,35-44,Hispanic,Pneumonia,37
2004,M,35-44,Hispanic,CLRD,26
2004,M,35-44,Hispanic,Diabetes Mellitus,19
2004,M,35-44,Black Non Hispanic,Total,4
2004,M,35-44,Black Non Hispanic,Diseases of the Heart,2
2004,M,35-44,Black Non Hispanic,All Other Causes,2
2004,M,25-34,White Non Hispanic,Total,1
2004,M,25-34,White Non Hispanic,All Other Causes,1
2004,M,25-34,Hispanic,Total,"1,343"
2004,M,25-34,Hispanic,All Other Causes,742
2004,M,25-34,Hispanic,Accidents,298
2004,M,25-34,Hispanic,Diseases of the Heart,123
2004,M,25-34,Hispanic,Malignant Neoplasms,103
2004,M,25-34,Hispanic,AIDS,39
2004,M,25-34,Hispanic,Cerebrovascular Disease,14
2004,M,25-34,Hispanic,Pneumonia,13
2004,M,25-34,Hispanic,CLRD,10
2004,M,25-34,Hispanic,Diabetes Mellitus,1
2004,M,25-34,Black Non Hispanic,Total,1
2004,M,25-34,Black Non Hispanic,All Other Causes,1
2004,M,20-24,White Non Hispanic,Total,1
2004,M,20-24,White Non Hispanic,Malignant Neoplasms,1
2004,M,20-24,Hispanic,Total,679
2004,M,20-24,Hispanic,All Other Causes,394
2004,M,20-24,Hispanic,Accidents,191
2004,M,20-24,Hispanic,Malignant Neoplasms,48
2004,M,20-24,Hispanic,Diseases of the Heart,17
2004,M,20-24,Hispanic,AIDS,9
2004,M,20-24,Hispanic,Cerebrovascular Disease,8
2004,M,20-24,Hispanic,Pneumonia,7
2004,M,20-24,Hispanic,CLRD,5
2004,M,19-Oct,White Non Hispanic,Total,1
2004,M,19-Oct,White Non Hispanic,Accidents,1
2004,M,19-Oct,Hispanic,Total,516
2004,M,19-Oct,Hispanic,All Other Causes,248
2004,M,19-Oct,Hispanic,Accidents,196
2004,M,19-Oct,Hispanic,Malignant Neoplasms,37
2004,M,19-Oct,Hispanic,Diseases of the Heart,16
2004,M,19-Oct,Hispanic,CLRD,7
2004,M,19-Oct,Hispanic,Pneumonia,5
2004,M,19-Oct,Hispanic,AIDS,4
2004,M,19-Oct,Hispanic,Cerebrovascular Disease,3
2004,M,19-Oct,Black Non Hispanic,Total,1
2004,M,19-Oct,Black Non Hispanic,Accidents,1
2004,M,9-Jan,Not Stated,Total,1
2004,M,9-Jan,Not Stated,All Other Causes,1
2004,M,9-Jan,Hispanic,Total,203
2004,M,9-Jan,Hispanic,All Other Causes,103
2004,M,9-Jan,Hispanic,Accidents,62
2004,M,9-Jan,Hispanic,Malignant Neoplasms,27
2004,M,9-Jan,Hispanic,Diseases of the Heart,4
2004,M,9-Jan,Hispanic,Pneumonia,3
2004,M,9-Jan,Hispanic,CLRD,3
2004,M,9-Jan,Hispanic,AIDS,1
2004,F,<1,White Non Hispanic,Total,1
2004,F,<1,White Non Hispanic,All Other Causes,1
2004,F,<1,Not Stated,Total,1
2004,F,<1,Not Stated,All Other Causes,1
2004,F,<1,Hispanic,Total,647
2004,F,<1,Hispanic,All Other Causes,621
2004,F,<1,Hispanic,Diseases of the Heart,13
2004,F,<1,Hispanic,Cerebrovascular Disease,7
2004,F,<1,Hispanic,Accidents,3
2004,F,<1,Hispanic,Pneumonia,2
2004,F,<1,Hispanic,Malignant Neoplasms,1
2004,F,<1,Black Non Hispanic,Total,1
2004,F,<1,Black Non Hispanic,All Other Causes,1
2004,F,85+,White Non Hispanic,Total,43
2004,F,85+,White Non Hispanic,Diseases of the Heart,18
2004,F,85+,White Non Hispanic,All Other Causes,11
2004,F,85+,White Non Hispanic,Pneumonia,4
2004,F,85+,White Non Hispanic,Malignant Neoplasms,4
2004,F,85+,White Non Hispanic,Cerebrovascular Disease,3
2004,F,85+,White Non Hispanic,CLRD,2
2004,F,85+,White Non Hispanic,Accidents,1
2004,F,85+,Other Non Hispanic,Total,1
2004,F,85+,Other Non Hispanic,Cerebrovascular Disease,1
2004,F,85+,Not Stated,Total,5
2004,F,85+,Not Stated,Diseases of the Heart,3
2004,F,85+,Not Stated,Pneumonia,1
2004,F,85+,Not Stated,All Other Causes,1
2004,F,85+,Hispanic,Total,"31,582"
2004,F,85+,Hispanic,Diseases of the Heart,"15,253"
2004,F,85+,Hispanic,All Other Causes,"7,552"
2004,F,85+,Hispanic,Malignant Neoplasms,"3,322"
2004,F,85+,Hispanic,Cerebrovascular Disease,"2,030"
2004,F,85+,Hispanic,Pneumonia,"1,736"
2004,F,85+,Hispanic,CLRD,"1,142"
2004,F,85+,Hispanic,Accidents,410
2004,F,85+,Hispanic,Diabetes Mellitus,137
2004,F,85+,Black Non Hispanic,Total,2
2004,F,85+,Black Non Hispanic,Diseases of the Heart,2
2004,F,75-84,White Non Hispanic,Total,19
2004,F,75-84,White Non Hispanic,Malignant Neoplasms,7
2004,F,75-84,White Non Hispanic,All Other Causes,5
2004,F,75-84,White Non Hispanic,Diseases of the Heart,4
2004,F,75-84,White Non Hispanic,Pneumonia,1
2004,F,75-84,White Non Hispanic,Cerebrovascular Disease,1
2004,F,75-84,White Non Hispanic,CLRD,1
2004,F,75-84,Not Stated,Total,1
2004,F,75-84,Not Stated,All Other Causes,1
2004,F,75-84,Hispanic,Total,"22,712"
2004,F,75-84,Hispanic,Diseases of the Heart,"8,323"
2004,F,75-84,Hispanic,Malignant Neoplasms,"5,361"
2004,F,75-84,Hispanic,All Other Causes,"5,074"
